key,E1,E2,E3,G12,G23,G13,num_faces,specific_stiffness_E1,specific_stiffness_E2,specific_stiffness_E3,normalized_E1,normalized_E2,normalized_E3,anisotropy_index,avg_shear_modulus,relative_density
adjacency_matrix_5_1_2_11_16_18,84.76406204,84.76406204,160.3737258,17.15081341,17.15081341,17.15081341,5,84.76406204,84.76406204,160.3737258,0.4239305365485565,0.4239305365485565,0.8020771774080623,0.37762549998225,17.15081341,0.13482400000000003
adjacency_matrix_7_1_2_6_9_14_16_17,67.97441121,85.20918625,160.3290232,18.15647439,18.15647439,18.15647439,7,67.97441121,85.20918625,160.3290232,0.3399604493025487,0.4261567364336801,0.8018536062772431,0.4387268569492026,18.15647439,0.16907200000000003
adjacency_matrix_10_2_3_5_7_9_14_15_16_17_20,76.61725128,87.25647797,160.3038593,20.51366914,20.51366914,20.51366914,10,76.61725128,87.25647797,160.3038593,0.3831858887163589,0.4363958573115994,0.8017277540543563,0.398634931282432,20.51366914,0.25444800000000006
adjacency_matrix_9_1_2_3_5_8_14_16_17_20,106.8131781,74.74284846,160.1708382,21.28642161,21.28642161,21.28642161,9,106.8131781,74.74284846,160.1708382,0.5342047893011703,0.3738114371614564,0.8010624755750324,0.3619250174119047,21.28642161,0.27030400000000004
adjacency_matrix_5_1_9_16_18_20,85.35833621,37.80896045,160.1574388,17.9274736,17.9274736,17.9274736,5,85.35833621,37.80896045,160.1574388,0.426902680186814,0.1890939686485045,0.8009954611505851,0.5762701095458235,17.9274736,0.13481600000000002
adjacency_matrix_8_3_6_11_12_16_17_18_20,71.73570936,72.07666583,160.0689042,20.21821909,20.21821909,20.21821909,8,71.73570936,72.07666583,160.0689042,0.3587718312074902,0.3604770569339141,0.8005526730210663,0.4648991667688175,20.21821909,0.22203200000000003
adjacency_matrix_10_2_3_7_9_11_12_14_16_17_20,86.9847491,99.35107545,159.9503748,20.24494595,20.24494595,20.24494595,10,86.9847491,99.35107545,159.9503748,0.4350368596080624,0.4968845724066319,0.7999598718866059,0.3260884325549543,20.24494595,0.25444800000000006
adjacency_matrix_8_1_3_5_6_15_16_19_20,71.14117448,47.51819971,159.9486538,21.30030023,21.30030023,21.30030023,8,71.14117448,47.51819971,159.9486538,0.355798383680208,0.2376527907472821,0.7999512646486344,0.566057966441388,21.30030023,0.22201600000000005
adjacency_matrix_7_2_3_6_7_9_17_20,84.39754974,101.4803105,159.9431785,17.49450231,17.49450231,17.49450231,7,84.39754974,101.4803105,159.9431785,0.4220974984395838,0.5075335164928478,0.7999238810286085,0.3308939321492691,17.49450231,0.16979200000000003
adjacency_matrix_7_1_7_14_16_17_19_20,104.4203406,84.33867726,159.3522376,17.93927454,17.93927454,17.93927454,7,104.4203406,84.33867726,159.3522376,0.5222374901789336,0.4218030594823926,0.7969684080749023,0.3228221499182931,17.93927454,0.16904000000000002
